recordID,10y_down:base,10y_up:base,1y_down:base,1y_up:base,2y_down:base,2y_up:base,30y_down:base,30y_up:base,3y_down:base,3y_up:base,4y_down:base,4y_up:base,5y_down:base,5y_up:base,7y_down:base,7y_up:base,base:1_D,base:1_U,base:2_D,base:2_U,base:3_D,base:3_U,base:4_D,base:4_U,base:5_D,base:5_U,base:base
110002,7432.9,7739.72,7584.12,7586.32,7581.48,7588.95,8832.05,6375.73,7580.74,7589.72,7579.48,7590.77,7574.14,7596.03,7558.78,7611.46,7630.67,7539.68,7690,7480.34,7633.67,7536.67,7639.36,7530.98,7594.58,7575.77,7585.17
110002,8395.94,8702.78,8547.08,8549.26,8544.48,8551.94,9795.1,7338.85,8543.69,8552.71,8542.55,8553.85,8537.33,8559.12,8521.82,8574.47,8604.35,8492.12,8618.08,8478.38,8600.38,8496.08,8613.27,8483.19,8557.93,8538.53,8548.23
110002,8200.38,8507.05,8351.47,8353.63,8348.86,8356.28,9599.47,7143.16,8348.01,8357.03,8346.9,8358.17,8341.59,8363.47,8326.13,8378.85,8402.51,8302.75,8442.05,8263.21,8397.16,8308.1,8414.12,8291.15,8362.13,8343.13,8352.63
110002,23328.3,23635.1,23479.5,23481.7,23476.8,23484.3,24727.5,22271.2,23476,23485.1,23474.9,23486.2,23469.6,23491.5,23454.2,23506.9,23503.3,23457.9,23491.6,23469.6,23498.2,23463,23529,23432.2,23484.4,23476.8,23480.6
110002,17280.1,17586.8,17431.3,17433.5,17428.7,17436.1,18679.2,16223,17427.8,17436.8,17426.7,17437.9,17421.4,17443.2,17406,17458.6,17466.6,17398.1,17469.6,17395,17467.2,17397.4,17483.3,17381.3,17438.9,17425.8,17432.3
110002,11776.7,12159.2,11965.7,11967.3,11965.1,11967.9,13340.6,10633.7,11964.3,11968.6,11963.6,11969.4,11960.7,11972.4,11676,12260.6,11946.3,11986.7,11939.5,11993.6,11907.4,12025.6,11957.4,11975.6,11964,11969,11966.5
110002,20573.6,20880.4,20724.8,20727,20722.1,20729.6,21972.7,19516.5,20721.3,20730.4,20720.3,20731.5,20715,20736.8,20699.4,20752.2,20756.2,20695.6,20752.3,20699.5,20744.4,20707.4,20776.7,20675.1,20731,20720.8,20725.9
110002,19692.9,19999.7,19844.1,19846.4,19841.4,19849,21092.1,18635.8,19840.7,19849.7,19839.6,19850.8,19834.2,19856.1,19818.8,19871.5,19874,19816.5,19874.7,19815.7,19875,19815.4,19891.4,19799,19850.9,19839.5,19845.2
110002,9418.1,9724.94,9569.26,9571.42,9566.55,9574.13,10817.3,8361.05,9565.82,9574.86,9564.6,9576.04,9559.37,9581.24,9543.96,9596.62,9630.65,9510.21,9607.42,9533.44,9639.36,9501.49,9637.79,9503.06,9579.54,9561.31,9570.43
110002,17135.3,17442.1,17286.5,17288.7,17283.8,17291.4,18534.5,16078.2,17283.1,17292.1,17282,17293.2,17276.6,17298.5,17261.2,17313.9,17319.2,17256,17321.8,17253.4,17323,17252.2,17345.4,17229.8,17294,17281.2,17287.6
110002,11749.1,12859.4,12297.1,12298.1,12296.6,12298.6,13596.8,11035.3,12296.1,12299,12295.6,12299.5,12294,12301.1,12289.3,12305.8,12278.1,12317.1,12236.4,12358.7,12273.5,12321.7,12286.9,12308.2,12294.8,12300.4,12297.6
110002,1657.06,2395.92,2022.21,2022.84,2021.83,2023.2,2896.2,1168.69,2021.54,2023.52,2021.22,2023.79,2020.12,2024.9,2017.04,2028.01,2018.57,2026.52,2022.45,2022.64,2012.53,2032.56,2025.31,2019.78,2022.33,2022.76,2022.55
