recordID,10y_down:base,10y_up:base,1y_down:base,1y_up:base,2y_down:base,2y_up:base,30y_down:base,30y_up:base,3y_down:base,3y_up:base,4y_down:base,4y_up:base,5y_down:base,5y_up:base,7y_down:base,7y_up:base,base:1_D,base:1_U,base:2_D,base:2_U,base:3_D,base:3_U,base:4_D,base:4_U,base:5_D,base:5_U,base:base
150001,524785,521733,523251,523286,523204,523333,536540,510121,523192,523344,523173,523361,523083,523451,522818,523716,523505,523031,523647,522890,523496,523040,523402,523135,523457,523079,523268
150001,528064,525012,526529,526564,526482,526611,539819,513400,526470,526622,526452,526640,526362,526730,526097,526994,526823,526271,526853,526241,526753,526341,526696,526398,526742,526352,526547
150001,518115,515063,516581,516615,516534,516662,529870,503451,516522,516673,516503,516691,516413,516781,516148,517045,516886,516310,516964,516233,516828,516368,516750,516447,516795,516401,516598
150001,591122,588070,589588,589622,589540,589669,602877,576458,589528,589681,589510,589698,589420,589788,589155,590052,589690,589521,589659,589551,589678,589533,589718,589492,589783,589427,589605
150001,556847,553795,555313,555347,555265,555394,568602,542182,555254,555405,555235,555423,555145,555513,554880,555777,555493,555167,555509,555151,555523,555137,555454,555206,555516,555144,555330
150001,483453,480401,481919,481954,481872,482001,495208,468789,481859,482012,481841,482030,481751,482119,481487,482384,482309,481564,482282,481590,482427,481445,482105,481768,482137,481736,481936
150001,552133,549081,550599,550633,550551,550680,563888,537469,550540,550692,550521,550710,550431,550799,550166,551064,550836,550396,550828,550405,550741,550492,550767,550465,550802,550431,550616
150001,561550,558498,560016,560050,559968,560098,573305,546886,559957,560109,559938,560126,559848,560216,559583,560481,560181,559885,560200,559866,560215,559851,560150,559916,560217,559849,560033
150001,507870,504818,506335,506370,506288,506417,519625,493206,506277,506428,506257,506447,506168,506536,505903,506800,506676,506030,506633,506073,506706,506001,506535,506171,506551,506155,506353
150001,551846,548794,550312,550347,550264,550394,563601,537182,550253,550405,550234,550422,550144,550512,549879,550776,550487,550172,550521,550137,550541,550117,550477,550181,550514,550144,550329
150001,468354,465302,466819,466854,466772,466901,480109,453689,466760,466912,466742,466930,466652,467020,466386,467284,467210,466462,467362,466311,467283,466390,467018,466655,467040,466633,466836
150001,496650,493598,495116,495152,495069,495198,508405,481987,495057,495209,495039,495228,494948,495317,494683,495581,495458,494809,495513,494754,495498,494769,495315,494952,495332,494935,495134
150001,556689,553637,555155,555189,555107,555237,568444,542025,555096,555248,555077,555265,554987,555355,554722,555620,555337,555007,555360,554984,555346,554998,555306,555038,555357,554987,555172
150001,572306,569254,570772,570806,570724,570854,584061,557642,570713,570865,570694,570882,570604,570972,570339,571236,570903,570675,570946,570632,570917,570662,570898,570680,570972,570606,570789
150001,484373,481321,482838,482873,482791,482920,496128,469709,482780,482931,482761,482950,482671,483039,482406,483303,483225,482487,483212,482500,483281,482431,483068,482644,483064,482647,482856
150001,534322,531270,532787,532822,532740,532869,546077,519657,532729,532880,532710,532898,532619,532988,532355,533252,533071,532539,533055,532554,532999,532611,532967,532643,533003,532607,532805
150001,560353,557301,558818,558853,558771,558900,572108,545688,558759,558911,558741,558929,558651,559019,558386,559283,558980,558691,558965,558706,559062,558609,558960,558711,559021,558651,558836
150001,545174,542122,543640,543674,543592,543721,556929,530509,543580,543732,543562,543750,543472,543840,543207,544104,543843,543470,543858,543456,543913,543401,543786,543527,543846,543468,543657
150001,501225,498174,499691,499726,499644,499773,512981,486562,499633,499784,499614,499802,499524,499892,499259,500156,499996,499422,500078,499340,500090,499328,499871,499547,499911,499507,499709
150001,505694,502642,504160,504195,504112,504242,517449,491030,504100,504253,504082,504270,503992,504361,503727,504624,504488,503866,504561,503794,504463,503892,504356,503998,504375,503979,504177
150001,524061,521009,522527,522562,522479,522608,535816,509397,522468,522620,522449,522638,522359,522728,522094,522992,522840,522248,522826,522263,522763,522326,522729,522360,522738,522351,522544
150001,484999,481947,483464,483499,483417,483546,496753,470334,483406,483557,483387,483575,483297,483665,483032,483929,483822,483141,483851,483112,483951,483012,483657,483306,483690,483272,483481
150001,481659,478607,480125,480160,480077,480207,493415,466995,480066,480218,480047,480236,479957,480326,479692,480590,480514,479771,480638,479648,480483,479803,480329,479956,480347,479939,480143
150001,542997,539945,541463,541498,541415,541545,554752,528333,541404,541556,541385,541574,541295,541663,541030,541928,541721,541240,541685,541276,541659,541302,541644,541316,541677,541284,541480
150001,571710,568658,570175,570210,570128,570257,583465,557046,570116,570268,570098,570286,570008,570376,569743,570640,570318,570068,570293,570093,570350,570036,570325,570061,570376,570010,570193
150001,527673,524621,526139,526174,526091,526221,539428,513009,526080,526232,526061,526249,525971,526339,525706,526604,526436,525876,526467,525845,526326,525986,526337,525975,526351,525962,526156
150001,510015,506964,508481,508516,508434,508563,521771,495351,508422,508575,508404,508592,508314,508682,508049,508946,508816,508181,508852,508145,508754,508243,508684,508313,508700,508297,508499
150001,520356,517304,518822,518857,518775,518903,532111,505692,518763,518915,518744,518933,518654,519022,518389,519286,519112,518567,519117,518562,519151,518527,518993,518685,519034,518645,518839
150001,531967,528916,530433,530468,530386,530515,543723,517303,530374,530526,530356,530544,530266,530634,530001,530898,530707,530195,530691,530210,530704,530197,530601,530300,530644,530257,530451
150001,536770,533719,535236,535271,535188,535318,548525,522106,535177,535329,535158,535347,535068,535437,534803,535701,535486,535021,535495,535012,535470,535037,535418,535089,535444,535063,535254
150001,474960,471908,473426,473461,473379,473508,486716,460296,473367,473519,473349,473537,473258,473626,472993,473891,473860,473027,474051,472836,473702,473185,473628,473259,473641,473246,473443
150001,448891,445839,447355,447391,447309,447438,460646,434226,447298,447449,447279,447467,447188,447557,446924,447821,447820,446927,448019,446728,447770,446977,447599,447148,447585,447162,447373
150001,551905,548853,550371,550405,550323,550452,563660,537241,550311,550463,550293,550481,550203,550571,549938,550835,550567,550209,550576,550200,550594,550182,550518,550258,550580,550196,550388
150001,573009,569958,571475,571510,571428,571557,584764,558345,571416,571568,571398,571586,571307,571676,571043,571940,571616,571370,571611,571374,571629,571357,571617,571369,571675,571310,571493
150001,533186,530134,531652,531687,531605,531734,544941,518522,531593,531745,531574,531763,531484,531853,531220,532117,531891,531448,531949,531390,531935,531404,531796,531543,531859,531480,531670
150001,562394,559343,560861,560895,560813,560942,574150,547730,560801,560953,560783,560971,560692,561061,560428,561325,561048,560708,561051,560704,561008,560748,561010,560745,561061,560694,560878
150001,570300,567248,568765,568801,568718,568847,582055,555636,568706,568858,568688,568876,568598,568966,568333,569230,568899,568666,568893,568673,568972,568593,568894,568672,568966,568599,568783
150001,386442,383390,384908,384942,384861,384990,398198,371779,384849,385003,384830,385020,384741,385109,384476,385374,385453,384398,385892,383959,385567,384285,385118,384733,385148,384703,384926
150001,535954,532902,534420,534455,534373,534502,547709,521290,534361,534513,534343,534531,534252,534621,533988,534885,534708,534167,534649,534226,534602,534273,534652,534223,534630,534245,534438
150001,566091,563039,564557,564592,564510,564639,577846,551427,564498,564650,564479,564668,564389,564757,564124,565022,564707,564442,564689,564460,564763,564386,564705,564444,564761,564388,564574
150001,558440,555388,556906,556941,556859,556988,570195,543776,556847,556999,556829,557017,556738,557107,556474,557371,557098,556749,557071,556777,557102,556745,557067,556780,557109,556738,556924
150001,567393,564341,565859,565893,565811,565940,579148,552729,565800,565951,565781,565969,565691,566059,565426,566324,566007,565745,565974,565778,566067,565685,566009,565744,566063,565689,565876
150001,518523,515472,516990,517024,516942,517071,530279,503860,516930,517082,516912,517100,516821,517190,516557,517454,517263,516751,517390,516624,517250,516764,517159,516856,517202,516812,517007
150001,536334,533282,534800,534835,534753,534882,548090,521670,534741,534893,534723,534911,534632,535001,534368,535265,535055,534581,535043,534592,535014,534621,535019,534616,535006,534629,534818
150001,427103,424050,425568,425603,425521,425650,438858,412439,425509,425661,425491,425679,425400,425768,425136,426033,426095,425077,426212,424960,426069,425103,425892,425280,425805,425367,425586
150001,562732,559680,561198,561233,561151,561279,574487,548068,561139,561291,561120,561309,561030,561398,560766,561662,561373,561058,561365,561066,561381,561050,561346,561085,561400,561031,561215
150001,381496,378444,379962,379997,379915,380043,393251,366832,379903,380055,379885,380072,379794,380163,379529,380425,380622,379337,380962,378997,380480,379479,380234,379725,380198,379761,379980
150001,545170,542119,543636,543671,543589,543718,556926,530507,543577,543729,543559,543747,543468,543837,543204,544101,543882,543426,543820,543488,543870,543438,543817,543491,543843,543465,543654
150001,494397,491345,492863,492898,492816,492944,506152,479733,492804,492955,492785,492973,492695,493063,492430,493327,493158,492601,493264,492496,493332,492428,493031,492729,493084,492676,492880
150001,484263,481211,482728,482763,482681,482810,496018,469599,482670,482821,482651,482839,482561,482930,482296,483193,483085,482406,483299,482192,483055,482437,482912,482579,482947,482544,482746
150001,494170,491118,492636,492670,492589,492717,505925,479506,492577,492729,492558,492746,492468,492837,492203,493101,493025,492282,493065,492241,492942,492365,492854,492453,492853,492454,492653
150001,545391,542339,543857,543891,543809,543938,557146,530727,543797,543949,543779,543967,543689,544057,543424,544321,544053,543695,544262,543486,543974,543773,543982,543766,544058,543689,543874
150001,560937,557885,559403,559438,559356,559485,572692,546273,559344,559496,559325,559514,559235,559603,558970,559868,559585,559255,559569,559272,559571,559269,559568,559273,559613,559228,559420
150001,535340,532289,533807,533841,533759,533888,547096,520677,533747,533899,533729,533917,533638,534007,533374,534271,534027,533621,534059,533590,534119,533529,533962,533686,534014,533634,533824
150001,519724,516672,518190,518225,518142,518272,531480,505060,518131,518283,518112,518301,518022,518391,517758,518655,518497,517919,518535,517881,518447,517968,518372,518043,518404,518011,518208
150001,536344,533292,534810,534845,534762,534891,548099,521679,534751,534903,534732,534920,534642,535010,534377,535274,535044,534610,535127,534527,535017,534637,534981,534673,535015,534639,534827
150001,548416,545365,546882,546917,546835,546964,560171,533752,546823,546975,546804,546993,546714,547083,546450,547347,547095,546705,547133,546666,547056,546744,547053,546746,547091,546708,546900
150001,588493,585442,586959,586994,586912,587041,600248,573829,586900,587052,586881,587070,586791,587160,586527,587424,587075,586878,587051,586903,587042,586911,587090,586863,587154,586799,586977
150001,560439,557387,558905,558939,558857,558987,572194,545775,558846,558998,558827,559016,558737,559105,558472,559370,559068,558776,559101,558743,559107,558738,559035,558810,559109,558735,558922
150001,439223,436171,437689,437724,437642,437771,450978,424560,437630,437782,437611,437800,437521,437890,437256,438154,438182,437232,438190,437224,438333,437081,437933,437481,437919,437495,437707
150001,542153,539102,540619,540654,540572,540701,553909,527489,540560,540712,540542,540730,540451,540820,540187,541084,540864,540409,540812,540461,540871,540402,540798,540475,540830,540444,540637
150001,560339,557287,558805,558839,558757,558886,572094,545675,558746,558898,558727,558916,558637,559005,558372,559269,559003,558642,558963,558681,558980,558664,558966,558678,559009,558635,558822
150001,533385,530333,531851,531885,531803,531932,545140,518721,531792,531943,531773,531961,531682,532051,531418,532315,532096,531640,532129,531607,532105,531631,532028,531709,532063,531674,531868
150001,529495,526444,527961,527995,527914,528043,541251,514831,527902,528054,527884,528072,527794,528162,527529,528426,528241,527716,528271,527686,528165,527792,528159,527798,528175,527782,527979
150001,539063,536011,537528,537563,537481,537610,550818,524398,537469,537621,537451,537639,537360,537729,537096,537993,537788,537304,537750,537341,537758,537334,537718,537373,537738,537354,537546
150001,488183,485131,486648,486683,486601,486730,499938,473519,486589,486741,486571,486759,486480,486849,486216,487113,486964,486369,486973,486360,487253,486079,486806,486526,486867,486465,486666
150001,589786,586734,588252,588286,588204,588333,601541,575122,588193,588345,588174,588362,588084,588452,587819,588716,588351,588187,588348,588190,588343,588195,588371,588167,588448,588090,588269
150001,577497,574445,575963,575997,575915,576045,589252,562833,575904,576055,575885,576073,575795,576163,575530,576427,576088,575872,576070,575890,576108,575852,576111,575849,576162,575798,575980
150001,479455,476403,477921,477956,477874,478003,491210,464791,477862,478014,477844,478032,477754,478122,477489,478386,478255,477622,478604,477273,478210,477667,478100,477777,478142,477735,477939
150001,553538,550486,552004,552039,551956,552086,565293,538874,551945,552097,551926,552115,551836,552204,551571,552469,552185,551857,552185,551858,552250,551793,552159,551883,552205,551837,552021
150001,467598,464546,466064,466100,466017,466146,479354,452934,466006,466158,465986,466175,465896,466264,465632,466529,466492,465671,466769,465395,466340,465823,466260,465904,466286,465878,466082
