recordID,10y_down:base,10y_up:base,1y_down:base,1y_up:base,2y_down:base,2y_up:base,30y_down:base,30y_up:base,3y_down:base,3y_up:base,4y_down:base,4y_up:base,5y_down:base,5y_up:base,7y_down:base,7y_up:base,base:1_D,base:1_U,base:2_D,base:2_U,base:3_D,base:3_U,base:4_D,base:4_U,base:5_D,base:5_U,base:base
1,22291.9,22003.5,22147.5,22149.6,22144.4,22152.6,22898.2,21400.5,22143.8,22153.3,22142.7,22154.4,22136.8,22160,22120.2,22176.7,22148.6,22148.6,22148.6,22148.6,22148.6,22148.6,22340.6,21956.6,22148.6,22148.6,22148.6
1,15965.2,15678.6,15821.6,15823.8,15818.7,15826.8,16568.8,15078.3,15818,15827.5,15816.8,15828.6,15811.5,15834.4,15794.5,15850.8,15822.7,15822.7,15822.7,15822.7,15822.7,15822.7,16075.9,15569.4,15822.7,15822.7,15822.7
1,21210.6,21361.9,21285.2,21288,21282,21291.1,22578.9,20017.1,21281.1,21292,21279.7,21293.3,21272.9,21299.7,21254,21319.1,21286.7,21286.7,21286.7,21286.7,21286.7,21286.7,21497.3,21076,21286.7,21286.7,21286.7
1,17388.5,17100.1,17244,17246.1,17241.1,17249.1,17995.4,16496.8,17240.2,17249.7,17239.1,17250.9,17233.4,17256.6,17216.7,17273.2,17245.2,17245.2,17245.2,17245.2,17245.2,17245.2,17486.5,17003.9,17245.2,17245.2,17245.2
1,20289.9,20004.2,20147,20149.4,20144.1,20152.2,20891.1,19406.8,20143.3,20152.9,20142,20153.8,20136.4,20159.4,20120,20176.1,20148.1,20148.1,20148.1,20148.1,20148.1,20148.1,20356.5,19939.8,20148.1,20148.1,20148.1
1,29223.4,29335.9,29278.7,29281.4,29274.9,29285.1,30673,27910.1,29273.8,29286.2,29272.2,29287.7,29264.9,29294.8,29243.6,29316.3,29280,29280,29280,29280,29280,29280,29466.3,29093.7,29280,29280,29280
1,19850.9,19562.6,19706.7,19708.5,19703.5,19711.7,20457.3,18959.6,19702.7,19712.4,19701.7,19713.5,19696.2,19719.2,19679.1,19735.8,19707.6,19707.6,19707.6,19707.6,19707.6,19707.6,19924.1,19491.1,19707.6,19707.6,19707.6
1,22601.2,22743.1,22671,22674,22667.6,22677.5,23988.7,21379.3,22666.7,22678.4,22665.1,22679.4,22658.7,22686.2,22638.7,22706.1,22672.4,22672.4,22672.4,22672.4,22672.4,22672.4,22882.4,22462.3,22672.4,22672.4,22672.4
1,20310.4,20452.2,20380.3,20383,20376.9,20386.6,21698.6,19087.6,20376.1,20387.3,20374.4,20388.7,20367.6,20395.2,20348.1,20415,20381.7,20381.7,20381.7,20381.7,20381.7,20381.7,20615,20148.4,20381.7,20381.7,20381.7
1,12887.6,13041.9,12963.6,12966.3,12960.3,12969.5,14249.8,11703.4,12959.6,12970.3,12958.2,12971.6,12951.6,12978.4,12932.6,12997.3,12965.1,12965.1,12965.1,12965.1,12965.1,12965.1,13254.7,12675.5,12965.1,12965.1,12965.1
1,21380.8,21093.1,21236.8,21238.9,21233.7,21241.9,21986,20491.3,21232.9,21242.5,21231.8,21243.7,21226.2,21249.3,21209.5,21265.9,21237.7,21237.7,21237.7,21237.7,21237.7,21237.7,21438,21037.5,21237.7,21237.7,21237.7
1,15068.4,14780.6,14924.2,14926.2,14921.2,14929.4,15673.8,14178.8,14920.4,14930,14919.4,14931.2,14913.8,14937,14897.2,14953.4,14925.4,14925.4,14925.4,14925.4,14925.4,14925.4,15189,14661.8,14925.4,14925.4,14925.4
1,15693.5,15405.3,15549.1,15551.3,15546.1,15554,16299.5,14802.7,15545.2,15555,15544,15556,15538.6,15561.7,15521.9,15578.4,15550.3,15550.3,15550.3,15550.3,15550.3,15550.3,15808.1,15292.5,15550.3,15550.3,15550.3
1,18732.4,18445.3,18589.1,18590.9,18585.9,18594,19336.2,17845.1,18585,18594.6,18583.7,18595.7,18578.1,18601.2,18561.7,18617.8,18589.8,18589.8,18589.8,18589.8,18589.8,18589.8,18815.6,18364.1,18589.8,18589.8,18589.8
