recordID,10y_down:base,10y_up:base,1y_down:base,1y_up:base,2y_down:base,2y_up:base,30y_down:base,30y_up:base,3y_down:base,3y_up:base,4y_down:base,4y_up:base,5y_down:base,5y_up:base,7y_down:base,7y_up:base,base:1_D,base:1_U,base:2_D,base:2_U,base:3_D,base:3_U,base:4_D,base:4_U,base:5_D,base:5_U,base:base
10002,592866,585587,589223,589263,589165,589320,601814,576669,589152,589333,589130,589353,589022,589460,588707,589775,589839,588645,589906,588578,589630,588855,589412,589073,589548,588937,589242
10002,593298,586019,589654,589694,589596,589752,602246,577102,589583,589764,589562,589785,589455,589892,589139,590206,590435,588914,590157,589192,590037,589313,589875,589474,589989,589361,589675
10002,573963,566683,570319,570359,570262,570417,582911,557766,570248,570429,570227,570450,570120,570558,569804,570872,571071,569609,571037,569643,570723,569957,570523,570156,570658,570022,570340
10002,723003,715724,719360,719400,719302,719457,731952,706807,719289,719470,719267,719491,719160,719597,718845,719912,719548,719212,719463,719297,719500,719260,719545,719215,719666,719094,719380
10002,659019,651739,655375,655415,655318,655473,667967,642822,655305,655485,655283,655505,655175,655613,654860,655927,655789,655001,655701,655089,655688,655102,655565,655225,655694,655096,655395
10002,586128,578849,582485,582525,582428,582582,595076,569932,582413,582594,582392,582616,582284,582723,581970,583037,583199,581811,582874,582136,583155,581855,582675,582335,582813,582196,582505
10002,698712,691433,695069,695109,695011,695166,707661,682516,694998,695179,694976,695200,694869,695306,694553,695621,695411,694767,695273,694905,695208,694970,695246,694932,695373,694805,695089
10002,692070,684790,688426,688466,688368,688524,701018,675873,688355,688536,688334,688557,688226,688664,687911,688979,688715,688178,688648,688245,688657,688235,688605,688287,688738,688155,688446
10002,604172,596893,600528,600568,600470,600626,613121,587976,600458,600638,600435,600660,600328,600766,600013,601080,601257,599841,600848,600251,601050,600048,600743,600355,600858,600240,600549
10002,683782,676503,680139,680179,680081,680237,692731,667586,680069,680249,680047,680270,679939,680377,679624,680691,680398,679921,680368,679950,680428,679890,680369,679949,680448,679871,680159
10002,594447,587168,590802,590843,590745,590900,603394,578250,590732,590913,590711,590934,590603,591041,590287,591356,591420,590225,591405,590241,591261,590384,591005,590641,591132,590514,590823
10002,537592,530313,533948,533990,533890,534046,546540,521397,533877,534059,533857,534081,533750,534188,533433,534501,534883,533054,534646,533292,534505,533433,534199,533739,534288,533650,533969
10002,661047,653767,657403,657444,657346,657501,669995,644850,657332,657514,657311,657534,657203,657641,656888,657956,657815,657032,657705,657142,657700,657147,657619,657227,657720,657127,657423
10002,693219,685940,689576,689616,689518,689673,702167,677023,689505,689686,689483,689706,689376,689813,689061,690128,689821,689371,689873,689319,689761,689431,689758,689433,689886,689306,689596
10002,518061,510781,514417,514458,514360,514515,527009,501864,514347,514527,514324,514548,514217,514655,513902,514969,515373,513502,515122,513754,515066,513810,514727,514149,514774,514102,514438
10002,578880,571601,575235,575277,575178,575334,587829,562684,575166,575347,575145,575367,575037,575474,574721,575788,576139,574374,575764,574749,575613,574900,575453,575060,575578,574936,575257
10002,662759,655479,659115,659156,659058,659213,671707,646562,659044,659225,659022,659246,658915,659353,658600,659668,659438,658833,659359,658911,659571,658700,659301,658970,659433,658837,659135
10002,665405,658126,661762,661802,661704,661860,674354,649209,661691,661872,661669,661892,661562,662000,661247,662314,662146,661417,662059,661505,662093,661470,661930,661634,662079,661485,661782
10002,612746,605468,609102,609144,609045,609201,621695,596550,609032,609213,609011,609234,608903,609340,608588,609655,609622,608625,609559,608688,609610,608638,609318,608929,609434,608813,609124
10002,568419,561139,564776,564816,564717,564873,577367,552223,564705,564886,564683,564906,564576,565014,564260,565328,565573,564018,565448,564143,565202,564390,565012,564579,565111,564480,564796
10002,559023,551744,555381,555421,555322,555478,567972,542827,555310,555490,555288,555511,555180,555618,554866,555933,556349,554453,555892,554910,555896,554906,555616,555186,555714,555087,555401
10002,619084,611805,615441,615481,615383,615538,628032,602888,615371,615550,615348,615572,615241,615679,614926,615993,615968,614953,615803,615118,615963,614958,615649,615272,615782,615139,615460
10002,581639,574360,577996,578037,577938,578094,590588,565444,577925,578106,577903,578127,577796,578234,577481,578549,578680,577354,578612,577421,578461,577573,578230,577804,578338,577696,578017
10002,640629,633350,636986,637027,636928,637084,649578,624433,636915,637096,636893,637117,636786,637224,636471,637539,637588,636424,637317,636696,637256,636757,637200,636812,637316,636696,637006
10002,712382,705103,708739,708779,708681,708836,721331,696186,708668,708849,708646,708869,708539,708977,708224,709291,708937,708581,708870,708648,708937,708582,708938,708581,709043,708475,708759
10002,609646,602367,606003,606044,605945,606100,618594,593449,605932,606113,605910,606133,605802,606240,605487,606555,606690,605355,606601,605445,606226,605819,606224,605822,606329,605717,606023
10002,578671,571392,575028,575068,574971,575126,587620,562475,574956,575139,574936,575159,574829,575266,574513,575581,575868,574228,575593,574502,575407,574689,575266,574830,575371,574724,575048
10002,592343,585064,588701,588741,588643,588798,601292,576147,588630,588810,588608,588831,588500,588937,588185,589252,589320,588122,589223,588218,589257,588185,588902,588539,589031,588411,588721
10002,650601,643322,646958,646998,646901,647056,659550,634405,646887,647068,646866,647089,646759,647196,646443,647510,647448,646509,647293,646664,647273,646683,647147,646809,647277,646680,646978
10002,670924,663645,667281,667321,667223,667379,679873,654728,667210,667391,667188,667412,667081,667518,666766,667833,667654,666948,667517,667085,667596,667007,667485,667118,667598,667005,667301
10002,513867,506587,510224,510265,510167,510322,522816,497671,510153,510334,510132,510354,510023,510461,509708,510777,511381,509107,511116,509372,510630,509859,510444,510044,510564,509925,510244
10002,444287,437007,440641,440683,440585,440739,453235,428091,440574,440752,440550,440773,440443,440881,440129,441195,441786,439540,442074,439251,441156,440169,440912,440413,440995,440330,440663
10002,656210,648931,652567,652606,652509,652664,665159,640014,652496,652676,652474,652697,652367,652804,652052,653119,652976,652198,652946,652229,652862,652312,652751,652423,652892,652282,652587
10002,709758,702479,706115,706155,706057,706212,718706,693561,706044,706224,706022,706245,705914,706352,705599,706667,706358,705911,706285,705984,706262,706007,706305,705965,706418,705851,706135
10002,582758,575479,579116,579156,579057,579212,591707,566562,579044,579225,579022,579246,578915,579353,578600,579667,579810,578461,579774,578497,579570,578701,579304,578967,579444,578827,579136
10002,694164,686885,690521,690561,690463,690618,703112,677968,690450,690631,690428,690651,690321,690758,690006,691073,690860,690222,690736,690345,690680,690401,690708,690373,690830,690251,690541
10002,715799,708519,712155,712196,712098,712253,724747,699602,712085,712265,712063,712286,711955,712393,711640,712707,712336,712015,712281,712070,712373,711978,712323,712028,712459,711892,712175
10002,278387,271106,274743,274782,274687,274842,287336,262192,274674,274857,274650,274877,274544,274981,274229,275298,276288,273240,276782,272746,275904,273624,274985,274543,275130,274398,274764
10002,610685,603405,607042,607082,606984,607139,619633,594488,606971,607152,606949,607173,606842,607280,606526,607594,607796,606327,607416,606708,607348,606775,607322,606802,607372,606751,607062
10002,682218,674939,678575,678615,678517,678672,691166,666022,678504,678685,678482,678705,678375,678812,678059,679127,678876,678314,678776,678413,678889,678301,678775,678415,678889,678301,678595
10002,697465,690185,693821,693862,693763,693919,706413,681268,693750,693931,693729,693952,693621,694059,693306,694373,694126,693557,693998,693685,694015,693668,694016,693667,694131,693552,693842
10002,677977,670698,674334,674373,674276,674431,686926,661781,674263,674443,674241,674464,674134,674572,673819,674886,674659,674049,674541,674167,674647,674060,674542,674166,674653,674054,674354
10002,615526,608247,611883,611923,611825,611980,624475,599330,611812,611992,611790,612013,611682,612120,611368,612435,612436,611370,612454,611352,612233,611574,612080,611726,612210,611597,611903
10002,660275,652996,656632,656672,656574,656729,669223,644078,656561,656742,656539,656762,656432,656869,656117,657184,657033,656271,656908,656395,656896,656408,656922,656381,656950,656354,656652
10002,523022,515742,519378,519419,519320,519476,531971,506825,519307,519488,519285,519509,519178,519615,518864,519930,520187,518611,520074,518724,520047,518751,519772,519026,519738,519060,519399
10002,665877,658598,662234,662274,662176,662331,674826,649681,662163,662344,662142,662365,662034,662471,661719,662785,662611,661897,662555,661953,662506,662002,662439,662069,662553,661955,662254
10002,401369,394089,397726,397767,397669,397823,410318,385173,397655,397835,397633,397856,397525,397963,397211,398275,399416,396077,398909,396584,398349,397144,398013,397480,398085,397408,397746
10002,656550,649272,652907,652947,652849,653004,665499,640354,652836,653017,652815,653038,652707,653145,652392,653459,653438,652416,653139,652716,653223,652631,653103,652752,653221,652634,652927
10002,627529,620250,623886,623926,623829,623984,636478,611333,623815,623996,623793,624016,623685,624123,623371,624438,624341,623471,624255,623557,624413,623399,624076,623736,624223,623589,623906
10002,576698,569419,573055,573096,572998,573153,585647,560502,572984,573165,572963,573186,572856,573294,572540,573607,573796,572354,573733,572417,573476,572674,573262,572888,573393,572757,573075
10002,424049,416771,420406,420445,420349,420502,432997,407853,420336,420515,420314,420536,420207,420644,419891,420957,421945,418906,421529,419322,421047,419804,420658,420193,420760,420090,420425
10002,598993,591715,595351,595391,595294,595449,607942,582798,595280,595460,595258,595481,595151,595588,594836,595903,595936,594805,596215,594527,595576,595165,595515,595226,595674,595067,595371
10002,673282,666002,669639,669679,669581,669736,682230,657085,669568,669749,669546,669769,669438,669876,669124,670191,670077,669241,669861,669456,669860,669458,669851,669466,669964,669353,669659
10002,666459,659181,662817,662857,662759,662914,675408,650264,662745,662926,662724,662947,662616,663054,662301,663369,663151,662522,663107,662567,663176,662498,663007,662667,663132,662542,662837
10002,599685,592405,596041,596082,595983,596139,608634,583489,595971,596151,595949,596172,595841,596280,595526,596593,596742,595381,596599,595524,596395,595728,596254,595869,596374,595750,596062
10002,614459,607180,610816,610856,610758,610913,623407,598262,610745,610926,610723,610946,610616,611053,610301,611368,611393,610278,611373,610297,611144,610527,611039,610631,611136,610535,610835
10002,625045,617765,621400,621441,621343,621498,633993,608848,621330,621511,621308,621531,621201,621638,620886,621953,621996,620846,621850,620992,621711,621131,621619,621223,621732,621111,621421
10002,728038,720759,724395,724436,724337,724492,736986,711842,724324,724505,724302,724525,724195,724632,723880,724947,724579,724251,724501,724329,724509,724322,724566,724264,724693,724137,724415
