recordID,10y_down:base,10y_up:base,1y_down:base,1y_up:base,2y_down:base,2y_up:base,30y_down:base,30y_up:base,3y_down:base,3y_up:base,4y_down:base,4y_up:base,5y_down:base,5y_up:base,7y_down:base,7y_up:base,base:1_D,base:1_U,base:2_D,base:2_U,base:3_D,base:3_U,base:4_D,base:4_U,base:5_D,base:5_U,base:base
120001,22286.9,21245.8,21767.4,21765.9,21764.8,21768.5,22126.5,21403.9,21767.8,21765.4,21770.5,21762.3,21778.1,21754.8,21814.2,21718.6,21944.3,21588.7,22094.9,21438.1,21870.2,21662.7,21790.4,21742.6,21790.4,21742.6,21766.5
120001,41731.4,40690.2,41211.6,41210.1,41209.1,41212.7,41571.1,40848.5,41212,41209.7,41214.9,41206.8,41222.5,41199.1,41258.6,41163,41393.5,41028.6,41377.1,41044.9,41286.9,41135.1,41230.5,41191.6,41230.5,41191.6,41211
120001,44092.4,43051.1,43572.6,43571.1,43570,43573.6,43931.9,43209.3,43572.9,43570.6,43575.8,43567.7,43583.4,43560.2,43619.5,43523.9,43722.9,43420.9,43743.4,43400.4,43650.6,43493.2,43591.1,43552.7,43591.1,43552.7,43571.9
120001,69693.1,68651.9,69173.5,69172,69170.9,69174.6,69532.7,68810.1,69173.8,69171.5,69176.7,69168.5,69184.2,69160.9,69220.4,69124.7,69240,69105.3,69218.6,69126.8,69221.9,69123.5,69183.3,69162.1,69183.3,69162.1,69172.7
120001,47149.6,46108.3,46629.9,46628.4,46627.4,46630.9,46989.1,46266.6,46630.2,46627.9,46633.1,46624.9,46640.7,46617.4,46676.8,46581.1,46753.9,46504.3,46780.5,46477.7,46724.8,46533.4,46647.7,46610.5,46647.7,46610.5,46629.1
120001,21852.8,20811.4,21333.2,21331.4,21330.6,21334,21692.3,20969.7,21333.2,21331,21336.2,21328.2,21343.7,21320.5,21380,21284.3,21556.8,21107.8,21513.9,21150.6,21536,21128.5,21358.4,21306.2,21358.4,21306.2,21332.3
120001,52404.8,51363.5,51885,51883.5,51882.4,51886.1,52244.3,51521.7,51885.4,51883.1,51888.3,51880.1,51895.9,51872.5,51931.9,51836.3,52035.3,51733.3,52006.8,51761.8,51935.3,51833.3,51900.3,51868.2,51900.3,51868.2,51884.3
120001,49376.9,48335.7,48857.1,48855.7,48854.6,48858.2,49216.5,48493.9,48857.5,48855.2,48860.5,48852.2,48867.9,48844.6,48904.1,48808.5,48969.2,48743.7,48992.6,48720.3,48958.7,48754.2,48874.3,48838.6,48874.3,48838.6,48856.4
120001,36807.2,35765.9,36287.3,36285.8,36284.6,36288.4,36646.8,35924.2,36287.7,36285.4,36290.5,36282.6,36298.2,36274.8,36334.3,36238.7,36479.1,36094.4,36432.2,36141.3,36417,36156.5,36309,36264.5,36309,36264.5,36286.7
120001,51692.6,50651.4,51173.1,51171.5,51170.4,51174.1,51532.2,50809.6,51173.4,51171,51176.3,51168,51183.8,51160.5,51219.9,51124.2,51266.7,51077.7,51320.6,51023.8,51257.9,51086.5,51189.7,51154.7,51189.7,51154.7,51172.2
