recordID,10y_down:base,10y_up:base,1y_down:base,1y_up:base,2y_down:base,2y_up:base,30y_down:base,30y_up:base,3y_down:base,3y_up:base,4y_down:base,4y_up:base,5y_down:base,5y_up:base,7y_down:base,7y_up:base,base:1_D,base:1_U,base:2_D,base:2_U,base:3_D,base:3_U,base:4_D,base:4_U,base:5_D,base:5_U,base:base
160002,215934,210465,213196,213202,213179,213218,214947,211436,213182,213216,213181,213217,213167,213230,213138,213260,213200,213200,213200,213200,214610,211789,213200,213200,213200,213200,213200
160002,223237,217967,220601,220604,220583,220620,222108,219080,220586,220618,220586,220617,220574,220629,220552,220650,220602,220602,220602,220602,221758,219446,220602,220602,220602,220602,220602
160002,242047,236774,239408,239412,239392,239429,240913,237893,239395,239426,239395,239426,239383,239438,239361,239459,239411,239411,239411,239411,240379,238443,239411,239411,239411,239411,239411
160002,308889,303301,306093,306099,306074,306117,307984,304191,306077,306114,306076,306114,306060,306130,306027,306163,306096,306096,306096,306096,306684,305507,306096,306096,306096,306096,306096
160002,186222,180733,183476,183481,183460,183499,185246,181694,183461,183496,183460,183496,183446,183511,183416,183539,183478,183478,183478,183478,185202,181754,183478,183478,183478,183478,183478
160002,265095,256136,260612,260620,260606,260625,263467,257737,260591,260639,260395,260836,258131,263123,260460,260774,260616,260616,260616,260616,258360,262871,260616,260616,260616,260616,260616
160002,308937,303405,306169,306174,306150,306192,308007,304320,306153,306189,306152,306189,306137,306204,306106,306235,306171,306171,306171,306171,306713,305629,306171,306171,306171,306171,306171
160002,216239,210645,213439,213445,213420,213464,215345,211524,213423,213460,213423,213461,213406,213477,213373,213510,213443,213443,213443,213443,214965,211920,213443,213443,213443,213443,213443
160002,123329,118008,120666,120670,120649,120688,122320,119002,120651,120684,120651,120684,120639,120697,120607,120728,120669,120669,120669,120669,122894,118448,120669,120669,120669,120669,120669
160002,239161,233618,236388,236393,236369,236410,238232,234531,236371,236408,236371,236408,236356,236424,236324,236454,236390,236390,236390,236390,237638,235142,236390,236390,236390,236390,236390
160002,68561,62998.7,65774.3,65780.9,65758,65799.2,67676.6,63864.9,65759.4,65798.2,65760.2,65797.6,65743.9,65813.5,65710.5,65845.6,65778.5,65778.5,65778.5,65778.5,68762.1,62794.9,65778.5,65778.5,65778.5,65778.5,65778.5
