recordID,10y_down:base,10y_up:base,1y_down:base,1y_up:base,2y_down:base,2y_up:base,30y_down:base,30y_up:base,3y_down:base,3y_up:base,4y_down:base,4y_up:base,5y_down:base,5y_up:base,7y_down:base,7y_up:base,base:1_D,base:1_U,base:2_D,base:2_U,base:3_D,base:3_U,base:4_D,base:4_U,base:5_D,base:5_U,base:base
50002,10205.3,10413.8,10336,10283,10350.5,10268.4,10166.1,10452.6,10424.1,10194.5,10494.7,10124.1,10291.4,10327.5,10275.9,10343,10890.6,9727.96,10466.1,10152.6,10518.9,10100,10398.9,10220,10309.4,10309.4,10309.4
50002,57845.5,57946.5,57921.8,57870.1,57958.3,57833.6,57838,57953.9,57985.9,57806,58030.7,57761.2,57885.1,57906.9,57877.9,57914,58186.8,57605.2,57966.6,57825.4,58019.4,57772.5,57969.2,57822.7,57896,57896,57896
50002,50020.7,50091.1,50075.3,50036.6,50104.7,50007,50011.3,50100.3,50184.6,49927.1,50191.3,49920.5,50047.8,50063.9,50040.7,50071,50423.8,49688,50153.2,49958.5,50181.5,49930.2,50136.4,49975.3,50055.9,50055.9,50055.9
50002,158005,156664,157359,157311,157389,157280,157439,157229,157416,157253,157461,157208,157311,157358,157472,157197,157622,157048,157405,157264,157444,157225,157409,157260,157335,157335,157335
50002,44764.7,44830.6,44816.7,44778.7,44846.3,44749,44771.6,44823.6,44926.4,44668.8,44932,44663.3,44784.1,44811.2,44773.4,44821.9,45198.4,44396.8,44904.7,44690.6,44918.3,44677,44871.2,44724,44797.6,44797.6,44797.6
50002,14233.6,14437.3,14362.7,14307.9,14376.7,14294,14228.5,14442.1,14445,14225.5,14520.7,14150.1,14317.5,14353.3,14296.8,14373.9,14825.4,13845.7,14462.6,14208.1,14636.5,14033.8,14422.1,14248.6,14335.3,14335.3,14335.3
50002,47205.1,47246.4,47249.9,47201.6,47277.4,47174,47216.8,47234.7,47354.1,47097.3,47360.7,47090.8,47217.5,47234,47211.9,47239.6,47702,46749.2,47346.3,47105.2,47356.5,47095,47312.2,47139.3,47225.7,47225.7,47225.7
50002,43187.7,43241.2,43232.7,43196.1,43260.1,43168.8,43201.2,43227.7,43343,43085.9,43348.8,43080,43204.2,43224.7,43197.4,43231.5,43583.5,42845.5,43308.3,43120.6,43407.2,43021.6,43285.6,43143.3,43214.4,43214.4,43214.4
50002,43310.9,43440.3,43402.2,43348.8,43430.9,43320.1,43303.7,43447.3,43504.8,43246.3,43510.3,43240.8,43363.9,43387.3,43354.6,43396.6,43832.8,42918,43488.2,43262.9,43526.2,43224.9,43464.4,43286.7,43375.5,43375.5,43375.5
50002,81492.6,81294.5,81418.4,81368.8,81454.3,81332.8,81446.8,81339.7,81481.6,81305.4,81526.2,81260.9,81380.4,81406.7,81370.5,81416.5,81647.9,81139.2,81463,81324.1,81502.7,81284.4,81459.7,81327.4,81393.5,81393.5,81393.5
