recordID,10y_down:base,10y_up:base,1y_down:base,1y_up:base,2y_down:base,2y_up:base,30y_down:base,30y_up:base,3y_down:base,3y_up:base,4y_down:base,4y_up:base,5y_down:base,5y_up:base,7y_down:base,7y_up:base,base:1_D,base:1_U,base:2_D,base:2_U,base:3_D,base:3_U,base:4_D,base:4_U,base:5_D,base:5_U,base:base
20002,-27933.4,-27732.5,-27834.8,-27827.1,-27844.6,-27818.3,-24311.4,-31307.6,-27846.6,-27815.6,-27850.8,-27811.2,-27869.4,-27792.5,-27926,-27737.1,-27067,-28595.5,-27831.2,-27831.2,-27067,-28595.5,-27831.2,-27831.2,-27831.2,-27831.2,-27831.2
20002,17507.2,17707.6,17606.2,17613.1,17596.5,17622.8,21129.2,14133,17593.6,17625.4,17589.4,17629.6,17570.3,17647.9,17515.3,17703.3,18146.8,17072.6,17609.7,17609.7,18146.8,17072.6,17609.7,17609.7,17609.7,17609.7,17609.7
20002,-26284.4,-26284.5,-26284.5,-26284.5,-26284.5,-26284.6,-26284.4,-26284.5,-26284.5,-26284.5,-26284.5,-26284.5,-26284.5,-26284.4,-26284.5,-26284.5,-26153,-26415.9,-26284.5,-26284.5,-26153,-26415.9,-26284.5,-26284.5,-26284.5,-26284.5,-26284.5
20002,89283.5,89483.9,89382.5,89390,89372.8,89399.5,92905.4,85909.4,89370.1,89401.9,89366.3,89405.8,89347.1,89424.8,89291.7,89479.9,89564.3,89207.9,89386.1,89386.1,89564.3,89207.9,89386.1,89386.1,89386.1,89386.1,89386.1
20002,16210.6,16411.1,16309.4,16316.5,16300.6,16326.4,19832.8,12836.3,16297.8,16328.5,16293.5,16332.5,16274.5,16352.3,16219.1,16406.4,16856.4,15769.3,16312.9,16312.9,16856.4,15769.3,16312.9,16312.9,16312.9,16312.9,16312.9
20002,-49186.2,-49186.3,-49186.1,-49186.3,-49186,-49186.2,-49186.3,-49186.2,-49186.3,-49186.3,-49186.2,-49186,-49186.3,-49186.2,-49186.1,-49186.2,-48940.3,-49432.1,-49186.2,-49186.2,-48940.3,-49432.1,-49186.2,-49186.2,-49186.2,-49186.2,-49186.2
20002,80139.9,80340.2,80238.6,80246.2,80228.9,80255.7,83761.6,76765.6,80226.5,80258.4,80222.6,80262.3,80203.6,80281,80147.9,80336.4,80466.2,80018.4,80242.3,80242.3,80466.2,80018.4,80242.3,80242.3,80242.3,80242.3,80242.3
20002,29508.7,29709.3,29607.2,29615.1,29597.3,29624.7,33130.5,26134.8,29595.2,29626.9,29591.7,29630.9,29572.3,29650,29516.7,29705.2,30088.4,29134.3,29611.4,29611.4,30088.4,29134.3,29611.4,29611.4,29611.4,29611.4,29611.4
20002,-36551.6,-36551.6,-36551.8,-36551.7,-36551.8,-36551.7,-36551.6,-36551.6,-36551.7,-36551.7,-36551.8,-36551.6,-36551.7,-36551.7,-36551.7,-36551.7,-36368.8,-36734.4,-36551.6,-36551.6,-36368.8,-36734.4,-36551.6,-36551.6,-36551.6,-36551.6,-36551.6
20002,35301.3,35501.9,35400.7,35408.3,35390.9,35417.9,38923.6,31927.7,35388.2,35420.3,35384.7,35423.7,35365.1,35443.2,35309.7,35498.5,35852.5,34956.3,35404.4,35404.4,35852.5,34956.3,35404.4,35404.4,35404.4,35404.4,35404.4
20002,-37160.1,-37160.1,-37160.4,-37160.2,-37160.2,-37160.3,-37160.2,-37160.2,-37160.2,-37160.2,-37160.2,-37160.2,-37160.2,-37160.1,-37160.2,-37160.2,-36974.4,-37346,-37160.2,-37160.2,-36974.4,-37346,-37160.2,-37160.2,-37160.2,-37160.2,-37160.2
