recordID,10y_down:base,10y_up:base,1y_down:base,1y_up:base,2y_down:base,2y_up:base,30y_down:base,30y_up:base,3y_down:base,3y_up:base,4y_down:base,4y_up:base,5y_down:base,5y_up:base,7y_down:base,7y_up:base,base:1_D,base:1_U,base:2_D,base:2_U,base:3_D,base:3_U,base:4_D,base:4_U,base:5_D,base:5_U,base:base
90001,52491.5,50279,51380.2,51395,51359,51416.2,56453.3,46376,51354.3,51420.5,51345.4,51427.8,51306.1,51467.7,51189.5,51583.2,52024.1,50749.7,52213.5,50560.3,51794,50979.8,51591.1,51182.8,51700.5,51073.3,51386.9
90001,73237.1,71024,72124.3,72139.1,72103.4,72160.4,77199,67121.9,72098,72165.1,72090.5,72173.4,72050.9,72211.9,71934.9,72328.2,72908.1,71357.8,72705.4,71560.5,72462.6,71803.3,72324.2,71941.7,72445.8,71820.1,72133
90001,104480,102267,103368,103383,103347,103404,108442,98364.5,103342,103408,103333,103416,103294,103456,103178,103571,103970,102781,103822,102929,103698,103053,103572,103178,103683,103067,103375
90001,203094,200881,201982,201997,201961,202018,207055,196978,201955,202022,201948,202030,201908,202070,201792,202185,202182,201796,202087,201891,202134,201844,202149,201829,202276,201703,201989
90001,136866,134653,135754,135769,135733,135790,140827,130750,135728,135794,135720,135802,135680,135842,135564,135957,136132,135390,136091,135432,136113,135410,135953,135570,136063,135460,135761
90001,31507.5,29293.6,30395.8,30409.9,30374.7,30430.7,35468.8,25391.7,30368.2,30435.2,30360.9,30444.1,30321.1,30482.8,30205.4,30598.7,31268.5,29537.1,30908.8,29896.7,31080,29725.6,30628.9,30176.6,30726.3,30079.3,30402.8
90001,147969,145756,146857,146872,146836,146893,151931,141854,146831,146898,146823,146905,146784,146945,146667,147061,147359,146370,147151,146577,147027,146701,147062,146667,147156,146572,146864
90001,130106,127893,128994,129009,128973,129030,134068,123991,128968,129034,128960,129042,128920,129082,128805,129198,129420,128583,129371,128632,129357,128646,129169,128834,129303,128700,129002
90001,54960.1,52746.4,53846.4,53861.7,53825.3,53882.6,58921.3,48844.1,53821.1,53887.2,53812.4,53896.1,53773.4,53934.7,53657.3,54050.6,54619.8,53090.1,54354.5,53355.4,54415.7,53294.2,54077.2,53632.7,54171.6,53538.3,53854.9
90001,125055,122842,123943,123958,123922,123979,129017,118939,123917,123983,123909,123991,123869,124031,123753,124147,124342,123559,124322,123579,124308,123593,124191,123710,124252,123649,123950
90001,-17645.6,-17645.6,-17645.7,-17645.6,-17645.6,-17645.6,-17645.6,-17645.6,-17645.6,-17645.6,-17645.6,-17645.6,-17645.6,-17645.6,-17645.6,-17645.6,-17593.9,-17697.3,-17601.9,-17689.3,-17605.5,-17685.8,-17628.6,-17662.7,-17621.8,-17669.5,-17645.6
90001,85711.5,83498.3,84599.7,84614.9,84578.2,84635.4,89673.2,79596.3,84572.8,84639.8,84565.7,84648.1,84525.8,84687.6,84409.5,84803.2,85165.1,84048.8,85146,84067.9,85040.6,84173.3,84823.9,84390.1,84915.7,84298.3,84607
90001,140290,138077,139178,139193,139157,139214,144252,134174,139152,139219,139144,139226,139104,139266,138988,139382,139590,138781,139500,138870,139481,138890,139382,138988,139484,138886,139185
90001,168283,166070,167171,167186,167150,167207,172245,162168,167145,167212,167137,167219,167097,167259,166981,167374,167448,166909,167457,166899,167397,166960,167349,167007,167471,166886,167178
90001,60296.2,58082.5,59183.3,59198.5,59162.9,59219.7,64257.3,54180.6,59158,59224.1,59149.5,59232.3,59110.5,59271.8,58993.8,59387.3,59888.1,58494.3,59676.1,58706.3,59757.8,58624.6,59429.1,58953.3,59515.5,58866.9,59191.2
90001,59466.3,57253.2,58353.3,58369.1,58332.9,58390.3,63428.1,53350.9,58328.1,58394.6,58320.5,58402.4,58280,58441.4,58163.9,58557.3,59251.2,57472.3,58844.6,57878.9,58762.5,57961,58584.5,58138.9,58684.8,58038.7,58361.7
90001,136256,134043,135144,135159,135123,135180,140217,130140,135118,135184,135109,135192,135070,135231,134954,135347,135497,134805,135412,134890,135587,134715,135357,134945,135453,134849,135151
90001,75935.2,73722.1,74823,74838.3,74802,74859.3,79897,69819.7,74796.7,74863.4,74788.9,74871.6,74750,74911.4,74632.9,75026.9,75376.2,74284.3,75314.3,74346.2,75420,74240.5,75048.4,74612.1,75146.6,74513.9,74830.3
90001,48266,46053.2,47152.6,47169,47132.3,47189.7,52228,42150.8,47127.9,47194.4,47120.2,47202.4,47080.3,47241.3,46963.8,47357.9,47884.4,46438.8,47894.5,46428.8,47619,46704.3,47360.2,46963,47481,46842.3,47161.6
90001,89944.4,87730.9,88832,88847.2,88810.7,88868.1,93905.9,83828.9,88806.1,88873.2,88798.4,88880.3,88758.5,88920.5,88642.3,89035.9,89470.1,88209.3,89177.5,88501.9,89318.4,88361,89095.8,88583.6,89150.9,88528.5,88839.7
90001,80417.6,78204.2,79306,79320.2,79284.2,79341,84379.2,74302.2,79279.2,79346.1,79271,79353.8,79231.5,79392.9,79115.6,79509,80130.9,78495.2,79696.9,78929.2,79679.9,78946.1,79547.2,79078.9,79619.8,79006.3,79313
90001,32642,30428.7,31530,31544.8,31509,31566.1,36603.4,26526.5,31504.4,31570.7,31495.6,31578.7,31456,31617.6,31340.1,31733.5,32412.3,30661.6,32103.5,30970.4,32117.8,30956.1,31767.8,31306.1,31870.5,31203.4,31536.9
90001,18281,16068.6,17168.8,17184.3,17147.9,17205.2,22243.3,12166.4,17142.8,17209.5,17135,17217.8,17095,17256.6,16979.3,17373.1,18107.8,16246.5,17887.5,16466.8,17695.2,16659.1,17423.7,16930.6,17502.2,16852.1,17177.1
90001,115606,113393,114494,114510,114473,114530,119568,109491,114469,114535,114460,114543,114420,114582,114305,114698,115103,113901,114889,114115,114749,114255,114712,114292,114814,114190,114502
90001,178046,175833,176934,176949,176913,176970,182008,171931,176908,176975,176900,176982,176860,177022,176744,177138,177204,176679,177079,176805,177171,176712,177153,176730,177235,176649,176942
90001,105427,103214,104315,104330,104293,104351,109388,99311.2,104289,104355,104281,104363,104241,104403,104125,104519,104960,103685,104756,103889,104570,104074,104554,104090,104630,104014,104322
90001,70724.7,68512.2,69613.3,69627.9,69592.3,69649.4,74686.6,64609.3,69586.5,69653.9,69579.2,69661.1,69539.6,69700.5,69423.5,69816.8,70354.4,68886.1,70186.6,69053.9,69970.7,69269.8,69854.4,69386.1,69941.4,69299.1,69620.2
90001,124643,122430,123532,123546,123510,123567,128605,118528,123505,123572,123497,123580,123457,123619,123341,123734,124040,123037,123908,123170,123825,123252,123744,123333,123843,123235,123539
90001,122155,119942,121043,121058,121022,121078,126116,116039,121016,121083,121008,121091,120969,121130,120853,121246,121559,120541,121401,120700,121376,120725,121250,120850,121357,120744,121050
90001,63754.2,61541.3,62641.4,62656.8,62620,62677.6,67716,57639,62616.2,62682.3,62608.2,62690.4,62568.3,62729.9,62452.1,62845.8,63328.6,61970.9,63156.4,62143.1,63192.5,62106.9,62882.7,62416.8,62964.5,62335,62649.7
90001,7747.38,5534.8,6636.03,6651.1,6615.8,6672.05,11709.7,1632.65,6610.1,6676.78,6601.83,6683.81,6562.07,6723.43,6446.01,6839.72,7596.64,5689.79,7475.3,5811.13,7145.38,6141.05,6871.95,6414.48,6962.95,6323.48,6643.21
90001,-11626.1,-13839,-12739.8,-12723.4,-12759.9,-12703.4,-7664.57,-15523.2,-12763.9,-12697.6,-12773,-12690.5,-12812.4,-12650.8,-12928.3,-12534.4,-11726.4,-13735.4,-11878.5,-13583.2,-12148.1,-13313.6,-12472.1,-12989.6,-12399.3,-13062.4,-12730.9
90001,150418,148205,149306,149320,149284,149341,154380,144302,149279,149346,149272,149354,149232,149394,149116,149509,149726,148900,149563,149063,149574,149053,149493,149134,149620,149007,149313
90001,161157,158944,160044,160059,160023,160080,165118,155041,160018,160085,160011,160093,159971,160132,159855,160248,160363,159741,160303,159801,160294,159810,160255,159849,160347,159757,160052
90001,147851,145638,146739,146754,146718,146774,151812,141735,146713,146779,146704,146787,146665,146826,146549,146942,147134,146359,147037,146455,147032,146460,146918,146574,147045,146448,146746
90001,171129,168916,170017,170032,169997,170053,175091,165014,169991,170058,169983,170065,169943,170105,169827,170221,170374,169675,170268,169781,170164,169885,170205,169844,170314,169735,170024
90001,175633,173420,174521,174537,174500,174557,179595,169518,174495,174562,174487,174569,174447,174609,174331,174725,174772,174285,174716,174341,174778,174279,174712,174345,174821,174236,174529
90001,28972.4,26759.3,27860.1,27874.5,27839.1,27896,32934.5,22857.6,27834.7,27901.7,27825.9,27909,27787,27948.5,27670.6,28064.3,28734.9,27001.4,28550,27186.3,28404.8,27331.5,28078.2,27658.1,28196.8,27539.5,27868.1
90001,148096,145882,146983,146998,146962,147019,152057,141980,146957,147024,146949,147032,146910,147071,146794,147187,147463,146518,147205,146776,147173,146808,147252,146729,147292,146689,146991
90001,157578,155365,156466,156481,156445,156502,161540,151463,156440,156507,156432,156515,156392,156554,156276,156670,156792,156155,156667,156281,156776,156171,156697,156251,156774,156173,156474
90001,175578,173364,174465,174480,174444,174501,179539,169462,174439,174506,174431,174513,174391,174553,174276,174669,174793,174152,174656,174290,174640,174306,174668,174278,174765,174180,174473
90001,186891,184678,185779,185794,185757,185814,190853,180775,185752,185819,185745,185827,185705,185867,185589,185982,186020,185553,185931,185642,185965,185608,185980,185593,186081,185491,185786
90001,29675.5,27462.6,28563.7,28579,28541.8,28598.9,33637.6,23560.5,28537,28603.9,28528.9,28611.5,28489.6,28651.5,28373.8,28767.7,29362.9,27780.2,29312.9,27830.2,29115.9,28027.2,28792.1,28351,28890.8,28252.3,28571.5
90001,151061,148848,149949,149964,149928,149985,155023,144946,149923,149990,149915,149998,149876,150037,149760,150153,150287,149627,150211,149703,150225,149688,150212,149701,150251,149662,149957
